-1.675000074220930196e-02,1.231500054569000108e-01,-1.175700052096446090e-02,9.921770439643579076e-01,1.348656737999999905e+03,2.032647827000000007e+03,2.161227050999999847e+03
-3.928401688987206292e-02,1.362970585999107309e-01,-8.371003599050987759e-03,9.898534255801479942e-01,1.353782226999999921e+03,2.029510009999999966e+03,2.159481444999999894e+03
-4.285698492100822182e-02,1.294999544361613020e-01,-1.401799506784640222e-02,9.905536514792071534e-01,1.357807495000000017e+03,2.024906615999999985e+03,2.160277099999999791e+03
-3.669500846873189476e-02,1.317400304038899017e-01,-1.596500368451573074e-02,9.904762285890637008e-01,1.358991821000000073e+03,2.022848633000000063e+03,2.161623779000000013e+03
-2.783500361863421035e-02,1.561770203034825166e-01,-7.524000978142763273e-03,9.873081283530269481e-01,1.354916625999999951e+03,2.027804077000000007e+03,2.174587891000000127e+03
-2.610799446544516400e-02,1.489589684226385047e-01,-2.790199408514060578e-02,9.881047905346519444e-01,1.362496094000000085e+03,2.022418212999999923e+03,2.244165038999999979e+03
4.576099167252990763e-02,2.932799466296534194e-02,-3.399899381294867184e-02,9.979428183968773736e-01,1.365392333999999892e+03,2.042080200000000104e+03,2.211064941000000090e+03
6.482101895538647240e-02,-1.329270388713943984e-01,-3.143100919126135678e-02,9.885042890648918501e-01,1.367146606000000020e+03,2.054682616999999937e+03,2.136583496000000196e+03
4.956100271445620237e-02,-1.879590102945152830e-01,-1.318300072203297188e-02,9.808370537204469386e-01,1.371857056000000057e+03,2.052870360999999775e+03,2.112617188000000169e+03
4.759699643139153613e-02,-2.318309826183568290e-01,1.390999895709091718e-03,9.715899271545621607e-01,1.373007323999999926e+03,2.053227050999999847e+03,2.091417724999999791e+03
4.256597429171295188e-02,-2.707408364824662184e-01,1.022099382689465631e-02,9.616564191947987172e-01,1.374566405999999915e+03,2.050877441000000090e+03,2.074148192999999992e+03
1.058099763676089572e-02,1.615129639264872852e-01,4.408199015439880075e-02,9.858287798176311734e-01,1.386996216000000004e+03,2.048643555000000106e+03,2.167527099999999791e+03
8.074000864523688328e-03,1.151070123250839961e-01,2.950100315882007995e-02,9.928821063128572266e-01,1.383833374000000049e+03,2.057852050999999847e+03,2.154518798999999944e+03
1.515600242184601820e-02,8.604701374984062567e-02,1.387500221714921614e-02,9.960791591679838408e-01,1.378421143000000029e+03,2.064165038999999979e+03,2.146154053000000204e+03
1.660600444348508259e-02,6.219301664179619632e-02,8.443002259204177018e-03,9.978902670185071377e-01,1.374079590000000053e+03,2.065989501999999902e+03,2.139607178000000204e+03
3.619698846584956664e-02,6.451597944201870050e-02,3.814998784352738575e-03,9.972526822259820678e-01,1.365780029000000013e+03,2.066094481999999971e+03,2.135662597999999889e+03
3.080299931129115015e-02,4.155999907078077038e-02,-6.791999848141073819e-03,9.986379776719530588e-01,1.357592529000000013e+03,2.062678467000000182e+03,2.128865479000000050e+03
3.985801203078402632e-02,-6.625001999697530640e-03,-1.456000439480695068e-02,9.990773015625372677e-01,1.351668335000000070e+03,2.061316894999999931e+03,2.115720214999999826e+03
5.016700640161141783e-02,-4.766700608259635819e-02,-3.137700400389423216e-02,9.971091272371153114e-01,1.343416138000000046e+03,2.061568358999999873e+03,2.103926758000000063e+03
6.242101467153064742e-02,-8.599402021216588643e-02,-4.577201075832333654e-02,9.932842334630436198e-01,1.334082274999999981e+03,2.062721923999999944e+03,2.092963866999999937e+03
1.228570056460781129e-01,-1.535070070546449283e-01,-8.535500392261732849e-02,9.767580448883821376e-01,1.309626342999999906e+03,2.069299560999999812e+03,2.086070311999999831e+03
